country, quarter, unit, value$
"G20 economies", "2014-Q3", "US Dollar", 53425.6
"G20 economies", "2014-Q4", "US Dollar", 53225.6
"G20 economies", "2015-Q1", "US Dollar", 52206.0
"G20 economies", "2015-Q2", "US Dollar", 52085.1
"G20 economies", "2015-Q3", "US Dollar", 52169.9
"G20 economies", "2015-Q4", "US Dollar", 52456.8
"G20 economies", "2016-Q1", "US Dollar", 55648.8
"G20 economies", "2016-Q2", "US Dollar", 57302.1
"G20 economies", "2016-Q3", "US Dollar", 57841.3
"United Kingdom", "1999-Q1", "Percentage of GDP", 45.4
"United Kingdom", "1999-Q2", "Percentage of GDP", 44.6
"United Kingdom", "1999-Q3", "Percentage of GDP", 42.8
"United Kingdom", "1999-Q4", "Percentage of GDP", 43.6
"United Kingdom", "2000-Q1", "Percentage of GDP", 41.9
"United Kingdom", "2000-Q2", "Percentage of GDP", 42.0
"United Kingdom", "2000-Q3", "Percentage of GDP", 40.7
"United Kingdom", "2000-Q4", "Percentage of GDP", 41.0
"United Kingdom", "2001-Q1", "Percentage of GDP", 38.8
"United Kingdom", "2001-Q2", "Percentage of GDP", 37.8
"United Kingdom", "2001-Q3", "Percentage of GDP", 37.4
"United Kingdom", "2001-Q4", "Percentage of GDP", 37.0
"United Kingdom", "2002-Q1", "Percentage of GDP", 36.0
"United Kingdom", "2002-Q2", "Percentage of GDP", 36.9
"United Kingdom", "2002-Q3", "Percentage of GDP", 37.6
"United Kingdom", "2002-Q4", "Percentage of GDP", 37.8
"United Kingdom", "2003-Q1", "Percentage of GDP", 37.4
"United Kingdom", "2003-Q2", "Percentage of GDP", 37.8
"United Kingdom", "2003-Q3", "Percentage of GDP", 37.7
"United Kingdom", "2003-Q4", "Percentage of GDP", 38.1
"United Kingdom", "2004-Q1", "Percentage of GDP", 38.2
"United Kingdom", "2004-Q2", "Percentage of GDP", 39.1
"United Kingdom", "2004-Q3", "Percentage of GDP", 39.6
"United Kingdom", "2004-Q4", "Percentage of GDP", 41.6
"United Kingdom", "2005-Q1", "Percentage of GDP", 40.7
"United Kingdom", "2005-Q2", "Percentage of GDP", 42.5
"United Kingdom", "2005-Q3", "Percentage of GDP", 42.7
"United Kingdom", "2005-Q4", "Percentage of GDP", 43.7
"United Kingdom", "2006-Q1", "Percentage of GDP", 42.5
"United Kingdom", "2006-Q2", "Percentage of GDP", 42.9
"United Kingdom", "2006-Q3", "Percentage of GDP", 43.5
"United Kingdom", "2006-Q4", "Percentage of GDP", 43.5
"United Kingdom", "2007-Q1", "Percentage of GDP", 42.2
"United Kingdom", "2007-Q2", "Percentage of GDP", 42.0
"United Kingdom", "2007-Q3", "Percentage of GDP", 43.0
"United Kingdom", "2007-Q4", "Percentage of GDP", 44.6
"United Kingdom", "2008-Q1", "Percentage of GDP", 44.1
"United Kingdom", "2008-Q2", "Percentage of GDP", 44.3
"United Kingdom", "2008-Q3", "Percentage of GDP", 47.7
"United Kingdom", "2008-Q4", "Percentage of GDP", 54.8
"United Kingdom", "2009-Q1", "Percentage of GDP", 57.2
"United Kingdom", "2009-Q2", "Percentage of GDP", 60.5
"United Kingdom", "2009-Q3", "Percentage of GDP", 65.7
"United Kingdom", "2009-Q4", "Percentage of GDP", 68.5
"United Kingdom", "2010-Q1", "Percentage of GDP", 74.6
"United Kingdom", "2010-Q2", "Percentage of GDP", 78.1
"United Kingdom", "2010-Q3", "Percentage of GDP", 82.6
"United Kingdom", "2010-Q4", "Percentage of GDP", 81.9
"United Kingdom", "2011-Q1", "Percentage of GDP", 81.0
"United Kingdom", "2011-Q2", "Percentage of GDP", 85.3
"United Kingdom", "2011-Q3", "Percentage of GDP", 90.7
"United Kingdom", "2011-Q4", "Percentage of GDP", 95.8
"United Kingdom", "2012-Q1", "Percentage of GDP", 95.1
"United Kingdom", "2012-Q2", "Percentage of GDP", 96.9
"United Kingdom", "2012-Q3", "Percentage of GDP", 97.4
"United Kingdom", "2012-Q4", "Percentage of GDP", 98.2
"United Kingdom", "2013-Q1", "Percentage of GDP", 99.2
"United Kingdom", "2013-Q2", "Percentage of GDP", 95.8
"United Kingdom", "2013-Q3", "Percentage of GDP", 95.2
"United Kingdom", "2013-Q4", "Percentage of GDP", 94.5
"United Kingdom", "2014-Q1", "Percentage of GDP", 96.0
"United Kingdom", "2014-Q2", "Percentage of GDP", 96.9
"United Kingdom", "2014-Q3", "Percentage of GDP", 98.9
"United Kingdom", "2014-Q4", "Percentage of GDP", 105.6
"United Kingdom", "2015-Q1", "Percentage of GDP", 106.5
"United Kingdom", "2015-Q2", "Percentage of GDP", 104.4
"United Kingdom", "2015-Q3", "Percentage of GDP", 105.9
"United Kingdom", "2015-Q4", "Percentage of GDP", 104.9
"United Kingdom", "2016-Q1", "Percentage of GDP", 107.5
"United Kingdom", "2016-Q2", "Percentage of GDP", 115.5
"United Kingdom", "2016-Q3", "Percentage of GDP", 118.8
"United Kingdom", "1999-Q1", "US Dollar", 727.108
"United Kingdom", "1999-Q2", "US Dollar", 703.059
"United Kingdom", "1999-Q3", "US Dollar", 714.322
"United Kingdom", "1999-Q4", "US Dollar", 719.501
"United Kingdom", "2000-Q1", "US Dollar", 691.055
"United Kingdom", "2000-Q2", "US Dollar", 666.702
"United Kingdom", "2000-Q3", "US Dollar", 639.186
"United Kingdom", "2000-Q4", "US Dollar", 661.084
"United Kingdom", "2001-Q1", "US Dollar", 603.634
"United Kingdom", "2001-Q2", "US Dollar", 584.4
"United Kingdom", "2001-Q3", "US Dollar", 609.156
"United Kingdom", "2001-Q4", "US Dollar", 600.721
"United Kingdom", "2002-Q1", "US Dollar", 580.837
"United Kingdom", "2002-Q2", "US Dollar", 647.722
"United Kingdom", "2002-Q3", "US Dollar", 680.962
"United Kingdom", "2002-Q4", "US Dollar", 714.645
"United Kingdom", "2003-Q1", "US Dollar", 702.276
"United Kingdom", "2003-Q2", "US Dollar", 751.172
"United Kingdom", "2003-Q3", "US Dollar", 769.285
"United Kingdom", "2003-Q4", "US Dollar", 848.557
"United Kingdom", "2004-Q1", "US Dollar", 882.019
"United Kingdom", "2004-Q2", "US Dollar", 903.612
"United Kingdom", "2004-Q3", "US Dollar", 924.455
"United Kingdom", "2004-Q4", "US Dollar", 1048.32
"United Kingdom", "2005-Q1", "US Dollar", 1010.33
"United Kingdom", "2005-Q2", "US Dollar", 1020.73
"United Kingdom", "2005-Q3", "US Dollar", 1022.39
"United Kingdom", "2005-Q4", "US Dollar", 1038.27
"United Kingdom", "2006-Q1", "US Dollar", 1037.12
"United Kingdom", "2006-Q2", "US Dollar", 1120.01
"United Kingdom", "2006-Q3", "US Dollar", 1170.76
"United Kingdom", "2006-Q4", "US Dollar", 1240.92
"United Kingdom", "2007-Q1", "US Dollar", 1217.43
"United Kingdom", "2007-Q2", "US Dollar", 1254.89
"United Kingdom", "2007-Q3", "US Dollar", 1320.66
"United Kingdom", "2007-Q4", "US Dollar", 1371.99
"United Kingdom", "2008-Q1", "US Dollar", 1358.6
"United Kingdom", "2008-Q2", "US Dollar", 1379.57
"United Kingdom", "2008-Q3", "US Dollar", 1355.07
"United Kingdom", "2008-Q4", "US Dollar", 1253.43
"United Kingdom", "2009-Q1", "US Dollar", 1266.81
"United Kingdom", "2009-Q2", "US Dollar", 1538.32
"United Kingdom", "2009-Q3", "US Dollar", 1610.34
"United Kingdom", "2009-Q4", "US Dollar", 1687.93
"United Kingdom", "2010-Q1", "US Dollar", 1725.97
"United Kingdom", "2010-Q2", "US Dollar", 1809.78
"United Kingdom", "2010-Q3", "US Dollar", 2043.33
"United Kingdom", "2010-Q4", "US Dollar", 1998.42
"United Kingdom", "2011-Q1", "US Dollar", 2072.56
"United Kingdom", "2011-Q2", "US Dollar", 2188.95
"United Kingdom", "2011-Q3", "US Dollar", 2282.73
"United Kingdom", "2011-Q4", "US Dollar", 2417.16
"United Kingdom", "2012-Q1", "US Dollar", 2487.66
"United Kingdom", "2012-Q2", "US Dollar", 2484.09
"United Kingdom", "2012-Q3", "US Dollar", 2619.21
"United Kingdom", "2012-Q4", "US Dollar", 2658.74
"United Kingdom", "2013-Q1", "US Dollar", 2540.21
"United Kingdom", "2013-Q2", "US Dollar", 2499.05
"United Kingdom", "2013-Q3", "US Dollar", 2650.77
"United Kingdom", "2013-Q4", "US Dollar", 2718.73
"United Kingdom", "2014-Q1", "US Dollar", 2807.03
"United Kingdom", "2014-Q2", "US Dollar", 2940.05
"United Kingdom", "2014-Q3", "US Dollar", 2883.14
"United Kingdom", "2014-Q4", "US Dollar", 2999.82
"United Kingdom", "2015-Q1", "US Dollar", 2894.73
"United Kingdom", "2015-Q2", "US Dollar", 3041.98
"United Kingdom", "2015-Q3", "US Dollar", 2990.57
"United Kingdom", "2015-Q4", "US Dollar", 2907.69
"United Kingdom", "2016-Q1", "US Dollar", 2911.43
"United Kingdom", "2016-Q2", "US Dollar", 2937.69
"United Kingdom", "2016-Q3", "US Dollar", 2941.76
"United Kingdom", "1999-Q1", "Domestic currency (incl. conversion to current currency made using a fix parity)", 451.025
"United Kingdom", "1999-Q2", "Domestic currency (incl. conversion to current currency made using a fix parity)", 446.724
"United Kingdom", "1999-Q3", "Domestic currency (incl. conversion to current currency made using a fix parity)", 433.665
"United Kingdom", "1999-Q4", "Domestic currency (incl. conversion to current currency made using a fix parity)", 445.299
"United Kingdom", "2000-Q1", "Domestic currency (incl. conversion to current currency made using a fix parity)", 432.946
"United Kingdom", "2000-Q2", "Domestic currency (incl. conversion to current currency made using a fix parity)", 441.157
"United Kingdom", "2000-Q3", "Domestic currency (incl. conversion to current currency made using a fix parity)", 435.158
"United Kingdom", "2000-Q4", "Domestic currency (incl. conversion to current currency made using a fix parity)", 443.389
"United Kingdom", "2001-Q1", "Domestic currency (incl. conversion to current currency made using a fix parity)", 423.208
"United Kingdom", "2001-Q2", "Domestic currency (incl. conversion to current currency made using a fix parity)", 415.625
"United Kingdom", "2001-Q3", "Domestic currency (incl. conversion to current currency made using a fix parity)", 414.957
"United Kingdom", "2001-Q4", "Domestic currency (incl. conversion to current currency made using a fix parity)", 414.798
"United Kingdom", "2002-Q1", "Domestic currency (incl. conversion to current currency made using a fix parity)", 408.096
"United Kingdom", "2002-Q2", "Domestic currency (incl. conversion to current currency made using a fix parity)", 421.926
"United Kingdom", "2002-Q3", "Domestic currency (incl. conversion to current currency made using a fix parity)", 434.726
"United Kingdom", "2002-Q4", "Domestic currency (incl. conversion to current currency made using a fix parity)", 443.294
"United Kingdom", "2003-Q1", "Domestic currency (incl. conversion to current currency made using a fix parity)", 444.541
"United Kingdom", "2003-Q2", "Domestic currency (incl. conversion to current currency made using a fix parity)", 455.661
"United Kingdom", "2003-Q3", "Domestic currency (incl. conversion to current currency made using a fix parity)", 461.263
"United Kingdom", "2003-Q4", "Domestic currency (incl. conversion to current currency made using a fix parity)", 473.495
"United Kingdom", "2004-Q1", "Domestic currency (incl. conversion to current currency made using a fix parity)", 480.524
"United Kingdom", "2004-Q2", "Domestic currency (incl. conversion to current currency made using a fix parity)", 498.613
"United Kingdom", "2004-Q3", "Domestic currency (incl. conversion to current currency made using a fix parity)", 511.686
"United Kingdom", "2004-Q4", "Domestic currency (incl. conversion to current currency made using a fix parity)", 542.613
"United Kingdom", "2005-Q1", "Domestic currency (incl. conversion to current currency made using a fix parity)", 536.587
"United Kingdom", "2005-Q2", "Domestic currency (incl. conversion to current currency made using a fix parity)", 569.162
"United Kingdom", "2005-Q3", "Domestic currency (incl. conversion to current currency made using a fix parity)", 578.979
"United Kingdom", "2005-Q4", "Domestic currency (incl. conversion to current currency made using a fix parity)", 603.13
"United Kingdom", "2006-Q1", "Domestic currency (incl. conversion to current currency made using a fix parity)", 596.657
"United Kingdom", "2006-Q2", "Domestic currency (incl. conversion to current currency made using a fix parity)", 609.735
"United Kingdom", "2006-Q3", "Domestic currency (incl. conversion to current currency made using a fix parity)", 626.708
"United Kingdom", "2006-Q4", "Domestic currency (incl. conversion to current currency made using a fix parity)", 632.746
"United Kingdom", "2007-Q1", "Domestic currency (incl. conversion to current currency made using a fix parity)", 621.376
"United Kingdom", "2007-Q2", "Domestic currency (incl. conversion to current currency made using a fix parity)", 626.313
"United Kingdom", "2007-Q3", "Domestic currency (incl. conversion to current currency made using a fix parity)", 648.97
"United Kingdom", "2007-Q4", "Domestic currency (incl. conversion to current currency made using a fix parity)", 683.527
"United Kingdom", "2008-Q1", "Domestic currency (incl. conversion to current currency made using a fix parity)", 683.784
"United Kingdom", "2008-Q2", "Domestic currency (incl. conversion to current currency made using a fix parity)", 693.372
"United Kingdom", "2008-Q3", "Domestic currency (incl. conversion to current currency made using a fix parity)", 748.674
"United Kingdom", "2008-Q4", "Domestic currency (incl. conversion to current currency made using a fix parity)", 857.847
"United Kingdom", "2009-Q1", "Domestic currency (incl. conversion to current currency made using a fix parity)", 886.008
"United Kingdom", "2009-Q2", "Domestic currency (incl. conversion to current currency made using a fix parity)", 927.452
"United Kingdom", "2009-Q3", "Domestic currency (incl. conversion to current currency made using a fix parity)", 1000.02
"United Kingdom", "2009-Q4", "Domestic currency (incl. conversion to current currency made using a fix parity)", 1040.61
"United Kingdom", "2010-Q1", "Domestic currency (incl. conversion to current currency made using a fix parity)", 1139.49
"United Kingdom", "2010-Q2", "Domestic currency (incl. conversion to current currency made using a fix parity)", 1205.67
"United Kingdom", "2010-Q3", "Domestic currency (incl. conversion to current currency made using a fix parity)", 1287.5
"United Kingdom", "2010-Q4", "Domestic currency (incl. conversion to current currency made using a fix parity)", 1287.38
"United Kingdom", "2011-Q1", "Domestic currency (incl. conversion to current currency made using a fix parity)", 1289.13
"United Kingdom", "2011-Q2", "Domestic currency (incl. conversion to current currency made using a fix parity)", 1367.0
"United Kingdom", "2011-Q3", "Domestic currency (incl. conversion to current currency made using a fix parity)", 1465.05
"United Kingdom", "2011-Q4", "Domestic currency (incl. conversion to current currency made using a fix parity)", 1560.52
"United Kingdom", "2012-Q1", "Domestic currency (incl. conversion to current currency made using a fix parity)", 1553.3
"United Kingdom", "2012-Q2", "Domestic currency (incl. conversion to current currency made using a fix parity)", 1591.81
"United Kingdom", "2012-Q3", "Domestic currency (incl. conversion to current currency made using a fix parity)", 1616.58
"United Kingdom", "2012-Q4", "Domestic currency (incl. conversion to current currency made using a fix parity)", 1644.43
"United Kingdom", "2013-Q1", "Domestic currency (incl. conversion to current currency made using a fix parity)", 1677.55
"United Kingdom", "2013-Q2", "Domestic currency (incl. conversion to current currency made using a fix parity)", 1637.88
"United Kingdom", "2013-Q3", "Domestic currency (incl. conversion to current currency made using a fix parity)", 1641.09
"United Kingdom", "2013-Q4", "Domestic currency (incl. conversion to current currency made using a fix parity)", 1643.47
"United Kingdom", "2014-Q1", "Domestic currency (incl. conversion to current currency made using a fix parity)", 1686.19
"United Kingdom", "2014-Q2", "Domestic currency (incl. conversion to current currency made using a fix parity)", 1725.22
"United Kingdom", "2014-Q3", "Domestic currency (incl. conversion to current currency made using a fix parity)", 1780.92
"United Kingdom", "2014-Q4", "Domestic currency (incl. conversion to current currency made using a fix parity)", 1924.69
"United Kingdom", "2015-Q1", "Domestic currency (incl. conversion to current currency made using a fix parity)", 1956.84
"United Kingdom", "2015-Q2", "Domestic currency (incl. conversion to current currency made using a fix parity)", 1934.09
"United Kingdom", "2015-Q3", "Domestic currency (incl. conversion to current currency made using a fix parity)", 1971.38
"United Kingdom", "2015-Q4", "Domestic currency (incl. conversion to current currency made using a fix parity)", 1960.36
"United Kingdom", "2016-Q1", "Domestic currency (incl. conversion to current currency made using a fix parity)", 2024.32
"United Kingdom", "2016-Q2", "Domestic currency (incl. conversion to current currency made using a fix parity)", 2186.81
"United Kingdom", "2016-Q3", "Domestic currency (incl. conversion to current currency made using a fix parity)", 2269.57
"Greece", "1997-Q4", "Percentage of GDP", 92.2
"Greece", "1998-Q1", "Percentage of GDP", 96.3
"Greece", "1998-Q2", "Percentage of GDP", 94.0
"Greece", "1998-Q3", "Percentage of GDP", 90.9
"Greece", "1998-Q4", "Percentage of GDP", 89.9
"Greece", "1999-Q1", "Percentage of GDP", 93.0
"Greece", "1999-Q2", "Percentage of GDP", 93.0
"Greece", "1999-Q3", "Percentage of GDP", 88.3
"Greece", "1999-Q4", "Percentage of GDP", 93.1
"Greece", "2000-Q1", "Percentage of GDP", 105.4
"Greece", "2000-Q2", "Percentage of GDP", 106.9
"Greece", "2000-Q3", "Percentage of GDP", 107.8
"Greece", "2000-Q4", "Percentage of GDP", 108.9
"Greece", "2001-Q1", "Percentage of GDP", 108.1
"Greece", "2001-Q2", "Percentage of GDP", 106.8
"Greece", "2001-Q3", "Percentage of GDP", 106.4
"Greece", "2001-Q4", "Percentage of GDP", 110.3
"Greece", "2002-Q1", "Percentage of GDP", 104.4
"Greece", "2002-Q2", "Percentage of GDP", 103.6
"Greece", "2002-Q3", "Percentage of GDP", 105.5
"Greece", "2002-Q4", "Percentage of GDP", 107.9
"Greece", "2003-Q1", "Percentage of GDP", 104.1
"Greece", "2003-Q2", "Percentage of GDP", 105.9
"Greece", "2003-Q3", "Percentage of GDP", 102.3
"Greece", "2003-Q4", "Percentage of GDP", 102.7
"Greece", "2004-Q1", "Percentage of GDP", 105.1
"Greece", "2004-Q2", "Percentage of GDP", 104.8
"Greece", "2004-Q3", "Percentage of GDP", 105.2
"Greece", "2004-Q4", "Percentage of GDP", 104.2
"Greece", "2005-Q1", "Percentage of GDP", 103.8
"Greece", "2005-Q2", "Percentage of GDP", 108.7
"Greece", "2005-Q3", "Percentage of GDP", 110.2
"Greece", "2005-Q4", "Percentage of GDP", 107.2
"Greece", "2006-Q1", "Percentage of GDP", 110.2
"Greece", "2006-Q2", "Percentage of GDP", 106.4
"Greece", "2006-Q3", "Percentage of GDP", 107.2
"Greece", "2006-Q4", "Percentage of GDP", 108.8
"Greece", "2007-Q1", "Percentage of GDP", 110.2
"Greece", "2007-Q2", "Percentage of GDP", 105.4
"Greece", "2007-Q3", "Percentage of GDP", 105.1
"Greece", "2007-Q4", "Percentage of GDP", 105.7
"Greece", "2008-Q1", "Percentage of GDP", 106.8
"Greece", "2008-Q2", "Percentage of GDP", 104.1
"Greece", "2008-Q3", "Percentage of GDP", 106.8
"Greece", "2008-Q4", "Percentage of GDP", 108.5
"Greece", "2009-Q1", "Percentage of GDP", 117.0
"Greece", "2009-Q2", "Percentage of GDP", 124.6
"Greece", "2009-Q3", "Percentage of GDP", 130.0
"Greece", "2009-Q4", "Percentage of GDP", 124.6
"Greece", "2010-Q1", "Percentage of GDP", 126.1
"Greece", "2010-Q2", "Percentage of GDP", 111.8
"Greece", "2010-Q3", "Percentage of GDP", 119.0
"Greece", "2010-Q4", "Percentage of GDP", 116.1
"Greece", "2011-Q1", "Percentage of GDP", 122.7
"Greece", "2011-Q2", "Percentage of GDP", 116.5
"Greece", "2011-Q3", "Percentage of GDP", 112.6
"Greece", "2011-Q4", "Percentage of GDP", 98.9
"Greece", "2012-Q1", "Percentage of GDP", 107.7
"Greece", "2012-Q2", "Percentage of GDP", 120.3
"Greece", "2012-Q3", "Percentage of GDP", 124.7
"Greece", "2012-Q4", "Percentage of GDP", 152.5
"Greece", "2013-Q1", "Percentage of GDP", 152.8
"Greece", "2013-Q2", "Percentage of GDP", 161.9
"Greece", "2013-Q3", "Percentage of GDP", 165.2
"Greece", "2013-Q4", "Percentage of GDP", 169.7
"Greece", "2014-Q1", "Percentage of GDP", 173.0
"Greece", "2014-Q2", "Percentage of GDP", 175.5
"Greece", "2014-Q3", "Percentage of GDP", 174.3
"Greece", "2014-Q4", "Percentage of GDP", 171.4
"Greece", "2015-Q1", "Percentage of GDP", 163.7
"Greece", "2015-Q2", "Percentage of GDP", 163.2
"Greece", "2015-Q3", "Percentage of GDP", 165.7
"Greece", "2015-Q4", "Percentage of GDP", 171.8
"Greece", "2016-Q1", "Percentage of GDP", 171.1
"Greece", "2016-Q2", "Percentage of GDP", 175.2
"Greece", "2016-Q3", "Percentage of GDP", 172.3
"Greece", "1997-Q4", "US Dollar", 127.283
"Greece", "1998-Q1", "US Dollar", 120.403
"Greece", "1998-Q2", "US Dollar", 126.303
"Greece", "1998-Q3", "US Dollar", 131.576
"Greece", "1998-Q4", "US Dollar", 135.537
"Greece", "1999-Q1", "US Dollar", 132.985
"Greece", "1999-Q2", "US Dollar", 130.658
"Greece", "1999-Q3", "US Dollar", 128.324
"Greece", "1999-Q4", "US Dollar", 128.975
"Greece", "2000-Q1", "US Dollar", 139.181
"Greece", "2000-Q2", "US Dollar", 142.373
"Greece", "2000-Q3", "US Dollar", 132.739
"Greece", "2000-Q4", "US Dollar", 143.372
"Greece", "2001-Q1", "US Dollar", 137.648
"Greece", "2001-Q2", "US Dollar", 132.815
"Greece", "2001-Q3", "US Dollar", 145.214
"Greece", "2001-Q4", "US Dollar", 148.084
"Greece", "2002-Q1", "US Dollar", 140.934
"Greece", "2002-Q2", "US Dollar", 163.005
"Greece", "2002-Q3", "US Dollar", 166.771
"Greece", "2002-Q4", "US Dollar", 185.174
"Greece", "2003-Q1", "US Dollar", 189.749
"Greece", "2003-Q2", "US Dollar", 206.618
"Greece", "2003-Q3", "US Dollar", 208.577
"Greece", "2003-Q4", "US Dollar", 232.175
"Greece", "2004-Q1", "US Dollar", 235.669
"Greece", "2004-Q2", "US Dollar", 238.921
"Greece", "2004-Q3", "US Dollar", 250.014
"Greece", "2004-Q4", "US Dollar", 275.069
"Greece", "2005-Q1", "US Dollar", 262.213
"Greece", "2005-Q2", "US Dollar", 257.891
"Greece", "2005-Q3", "US Dollar", 261.503
"Greece", "2005-Q4", "US Dollar", 252.189
"Greece", "2006-Q1", "US Dollar", 272.363
"Greece", "2006-Q2", "US Dollar", 282.403
"Greece", "2006-Q3", "US Dollar", 289.156
"Greece", "2006-Q4", "US Dollar", 312.375
"Greece", "2007-Q1", "US Dollar", 324.392
"Greece", "2007-Q2", "US Dollar", 320.554
"Greece", "2007-Q3", "US Dollar", 341.258
"Greece", "2007-Q4", "US Dollar", 362.301
"Greece", "2008-Q1", "US Dollar", 399.462
"Greece", "2008-Q2", "US Dollar", 391.595
"Greece", "2008-Q3", "US Dollar", 368.148
"Greece", "2008-Q4", "US Dollar", 364.898
"Greece", "2009-Q1", "US Dollar", 373.155
"Greece", "2009-Q2", "US Dollar", 421.298
"Greece", "2009-Q3", "US Dollar", 452.09
"Greece", "2009-Q4", "US Dollar", 426.501
"Greece", "2010-Q1", "US Dollar", 404.53
"Greece", "2010-Q2", "US Dollar", 322.994
"Greece", "2010-Q3", "US Dollar", 376.412
"Greece", "2010-Q4", "US Dollar", 351.404
"Greece", "2011-Q1", "US Dollar", 385.217
"Greece", "2011-Q2", "US Dollar", 363.729
"Greece", "2011-Q3", "US Dollar", 322.364
"Greece", "2011-Q4", "US Dollar", 265.135
"Greece", "2012-Q1", "US Dollar", 291.891
"Greece", "2012-Q2", "US Dollar", 300.612
"Greece", "2012-Q3", "US Dollar", 313.42
"Greece", "2012-Q4", "US Dollar", 384.767
"Greece", "2013-Q1", "US Dollar", 368.302
"Greece", "2013-Q2", "US Dollar", 393.199
"Greece", "2013-Q3", "US Dollar", 408.817
"Greece", "2013-Q4", "US Dollar", 422.423
"Greece", "2014-Q1", "US Dollar", 426.538
"Greece", "2014-Q2", "US Dollar", 425.486
"Greece", "2014-Q3", "US Dollar", 389.629
"Greece", "2014-Q4", "US Dollar", 369.9
"Greece", "2015-Q1", "US Dollar", 312.356
"Greece", "2015-Q2", "US Dollar", 323.459
"Greece", "2015-Q3", "US Dollar", 326.17
"Greece", "2015-Q4", "US Dollar", 327.984
"Greece", "2016-Q1", "US Dollar", 340.531
"Greece", "2016-Q2", "US Dollar", 340.173
"Greece", "2016-Q3", "US Dollar", 337.348
"Greece", "1997-Q4", "Domestic currency (incl. conversion to current currency made using a fix parity)", 105.556
"Greece", "1998-Q1", "Domestic currency (incl. conversion to current currency made using a fix parity)", 112.926
"Greece", "1998-Q2", "Domestic currency (incl. conversion to current currency made using a fix parity)", 112.801
"Greece", "1998-Q3", "Domestic currency (incl. conversion to current currency made using a fix parity)", 111.445
"Greece", "1998-Q4", "Domestic currency (incl. conversion to current currency made using a fix parity)", 112.401
"Greece", "1999-Q1", "Domestic currency (incl. conversion to current currency made using a fix parity)", 118.41
"Greece", "1999-Q2", "Domestic currency (incl. conversion to current currency made using a fix parity)", 120.454
"Greece", "1999-Q3", "Domestic currency (incl. conversion to current currency made using a fix parity)", 116.069
"Greece", "1999-Q4", "Domestic currency (incl. conversion to current currency made using a fix parity)", 124.448
"Greece", "2000-Q1", "Domestic currency (incl. conversion to current currency made using a fix parity)", 143.106
"Greece", "2000-Q2", "Domestic currency (incl. conversion to current currency made using a fix parity)", 147.271
"Greece", "2000-Q3", "Domestic currency (incl. conversion to current currency made using a fix parity)", 150.791
"Greece", "2000-Q4", "Domestic currency (incl. conversion to current currency made using a fix parity)", 154.082
"Greece", "2001-Q1", "Domestic currency (incl. conversion to current currency made using a fix parity)", 155.845
"Greece", "2001-Q2", "Domestic currency (incl. conversion to current currency made using a fix parity)", 156.616
"Greece", "2001-Q3", "Domestic currency (incl. conversion to current currency made using a fix parity)", 159.038
"Greece", "2001-Q4", "Domestic currency (incl. conversion to current currency made using a fix parity)", 168.031
"Greece", "2002-Q1", "Domestic currency (incl. conversion to current currency made using a fix parity)", 161.553
"Greece", "2002-Q2", "Domestic currency (incl. conversion to current currency made using a fix parity)", 163.413
"Greece", "2002-Q3", "Domestic currency (incl. conversion to current currency made using a fix parity)", 169.139
"Greece", "2002-Q4", "Domestic currency (incl. conversion to current currency made using a fix parity)", 176.582
"Greece", "2003-Q1", "Domestic currency (incl. conversion to current currency made using a fix parity)", 174.171
"Greece", "2003-Q2", "Domestic currency (incl. conversion to current currency made using a fix parity)", 180.811
"Greece", "2003-Q3", "Domestic currency (incl. conversion to current currency made using a fix parity)", 179.001
"Greece", "2003-Q4", "Domestic currency (incl. conversion to current currency made using a fix parity)", 183.836
"Greece", "2004-Q1", "Domestic currency (incl. conversion to current currency made using a fix parity)", 192.801
"Greece", "2004-Q2", "Domestic currency (incl. conversion to current currency made using a fix parity)", 196.56
"Greece", "2004-Q3", "Domestic currency (incl. conversion to current currency made using a fix parity)", 201.486
"Greece", "2004-Q4", "Domestic currency (incl. conversion to current currency made using a fix parity)", 201.956
"Greece", "2005-Q1", "Domestic currency (incl. conversion to current currency made using a fix parity)", 202.271
"Greece", "2005-Q2", "Domestic currency (incl. conversion to current currency made using a fix parity)", 213.276
"Greece", "2005-Q3", "Domestic currency (incl. conversion to current currency made using a fix parity)", 217.152
"Greece", "2005-Q4", "Domestic currency (incl. conversion to current currency made using a fix parity)", 213.781
"Greece", "2006-Q1", "Domestic currency (incl. conversion to current currency made using a fix parity)", 225.026
"Greece", "2006-Q2", "Domestic currency (incl. conversion to current currency made using a fix parity)", 222.138
"Greece", "2006-Q3", "Domestic currency (incl. conversion to current currency made using a fix parity)", 228.404
"Greece", "2006-Q4", "Domestic currency (incl. conversion to current currency made using a fix parity)", 237.186
"Greece", "2007-Q1", "Domestic currency (incl. conversion to current currency made using a fix parity)", 243.586
"Greece", "2007-Q2", "Domestic currency (incl. conversion to current currency made using a fix parity)", 237.37
"Greece", "2007-Q3", "Domestic currency (incl. conversion to current currency made using a fix parity)", 240.689
"Greece", "2007-Q4", "Domestic currency (incl. conversion to current currency made using a fix parity)", 246.111
"Greece", "2008-Q1", "Domestic currency (incl. conversion to current currency made using a fix parity)", 252.62
"Greece", "2008-Q2", "Domestic currency (incl. conversion to current currency made using a fix parity)", 248.428
"Greece", "2008-Q3", "Domestic currency (incl. conversion to current currency made using a fix parity)", 257.409
"Greece", "2008-Q4", "Domestic currency (incl. conversion to current currency made using a fix parity)", 262.179
