country, quarter, unit, value$
"Luxembourg", "2015-Q1", "Domestic currency (incl. conversion to current currency made using a fix parity)", 49.9777
"Luxembourg", "2015-Q2", "Domestic currency (incl. conversion to current currency made using a fix parity)", 50.5822
"Luxembourg", "2015-Q3", "Domestic currency (incl. conversion to current currency made using a fix parity)", 50.6882
"Luxembourg", "2015-Q4", "Domestic currency (incl. conversion to current currency made using a fix parity)", 51.1666
"Luxembourg", "2016-Q1", "Domestic currency (incl. conversion to current currency made using a fix parity)", 51.4553
"Luxembourg", "2016-Q2", "Domestic currency (incl. conversion to current currency made using a fix parity)", 51.682
"Luxembourg", "2016-Q3", "Domestic currency (incl. conversion to current currency made using a fix parity)", 52.2637
"Luxembourg", "1998-Q4", "Percentage of GDP", 100.0
"Luxembourg", "1999-Q1", "Percentage of GDP", 100.0
"Luxembourg", "1999-Q2", "Percentage of GDP", 100.0
"Luxembourg", "1999-Q3", "Percentage of GDP", 100.0
"Luxembourg", "1999-Q4", "Percentage of GDP", 100.0
"Luxembourg", "2000-Q1", "Percentage of GDP", 100.0
"Luxembourg", "2000-Q2", "Percentage of GDP", 100.0
"Luxembourg", "2000-Q3", "Percentage of GDP", 100.0
"Luxembourg", "2000-Q4", "Percentage of GDP", 100.0
"Luxembourg", "2001-Q1", "Percentage of GDP", 100.0
"Luxembourg", "2001-Q2", "Percentage of GDP", 100.0
"Luxembourg", "2001-Q3", "Percentage of GDP", 100.0
"Luxembourg", "2001-Q4", "Percentage of GDP", 100.0
"Luxembourg", "2002-Q1", "Percentage of GDP", 100.0
"Luxembourg", "2002-Q2", "Percentage of GDP", 100.0
"Luxembourg", "2002-Q3", "Percentage of GDP", 100.0
"Luxembourg", "2002-Q4", "Percentage of GDP", 100.0
"Luxembourg", "2003-Q1", "Percentage of GDP", 100.0
"Luxembourg", "2003-Q2", "Percentage of GDP", 100.0
"Luxembourg", "2003-Q3", "Percentage of GDP", 100.0
"Luxembourg", "2003-Q4", "Percentage of GDP", 100.0
"Luxembourg", "2004-Q1", "Percentage of GDP", 100.0
"Luxembourg", "2004-Q2", "Percentage of GDP", 100.0
"Luxembourg", "2004-Q3", "Percentage of GDP", 100.0
"Luxembourg", "2004-Q4", "Percentage of GDP", 100.0
"Luxembourg", "2005-Q1", "Percentage of GDP", 100.0
"Luxembourg", "2005-Q2", "Percentage of GDP", 100.0
"Luxembourg", "2005-Q3", "Percentage of GDP", 100.0
"Luxembourg", "2005-Q4", "Percentage of GDP", 100.0
"Luxembourg", "2006-Q1", "Percentage of GDP", 100.0
"Luxembourg", "2006-Q2", "Percentage of GDP", 100.0
"Luxembourg", "2006-Q3", "Percentage of GDP", 100.0
"Luxembourg", "2006-Q4", "Percentage of GDP", 100.0
"Luxembourg", "2007-Q1", "Percentage of GDP", 100.0
"Luxembourg", "2007-Q2", "Percentage of GDP", 100.0
"Luxembourg", "2007-Q3", "Percentage of GDP", 100.0
"Luxembourg", "2007-Q4", "Percentage of GDP", 100.0
"Luxembourg", "2008-Q1", "Percentage of GDP", 100.0
"Luxembourg", "2008-Q2", "Percentage of GDP", 100.0
"Luxembourg", "2008-Q3", "Percentage of GDP", 100.0
"Luxembourg", "2008-Q4", "Percentage of GDP", 100.0
"Luxembourg", "2009-Q1", "Percentage of GDP", 100.0
"Luxembourg", "2009-Q2", "Percentage of GDP", 100.0
"Luxembourg", "2009-Q3", "Percentage of GDP", 100.0
"Luxembourg", "2009-Q4", "Percentage of GDP", 100.0
"Luxembourg", "2010-Q1", "Percentage of GDP", 100.0
"Luxembourg", "2010-Q2", "Percentage of GDP", 100.0
"Luxembourg", "2010-Q3", "Percentage of GDP", 100.0
"Luxembourg", "2010-Q4", "Percentage of GDP", 100.0
"Luxembourg", "2011-Q1", "Percentage of GDP", 100.0
"Luxembourg", "2011-Q2", "Percentage of GDP", 100.0
"Luxembourg", "2011-Q3", "Percentage of GDP", 100.0
"Luxembourg", "2011-Q4", "Percentage of GDP", 100.0
"Luxembourg", "2012-Q1", "Percentage of GDP", 100.0
"Luxembourg", "2012-Q2", "Percentage of GDP", 100.0
"Luxembourg", "2012-Q3", "Percentage of GDP", 100.0
"Luxembourg", "2012-Q4", "Percentage of GDP", 100.0
"Luxembourg", "2013-Q1", "Percentage of GDP", 100.0
"Luxembourg", "2013-Q2", "Percentage of GDP", 100.0
"Luxembourg", "2013-Q3", "Percentage of GDP", 100.0
"Luxembourg", "2013-Q4", "Percentage of GDP", 100.0
"Luxembourg", "2014-Q1", "Percentage of GDP", 100.0
"Luxembourg", "2014-Q2", "Percentage of GDP", 100.0
"Luxembourg", "2014-Q3", "Percentage of GDP", 100.0
"Luxembourg", "2014-Q4", "Percentage of GDP", 100.0
"Luxembourg", "2015-Q1", "Percentage of GDP", 100.0
"Luxembourg", "2015-Q2", "Percentage of GDP", 100.0
"Luxembourg", "2015-Q3", "Percentage of GDP", 100.0
"Luxembourg", "2015-Q4", "Percentage of GDP", 100.0
"Luxembourg", "2016-Q1", "Percentage of GDP", 100.0
"Luxembourg", "2016-Q2", "Percentage of GDP", 100.0
"Luxembourg", "2016-Q3", "Percentage of GDP", 100.0
"Luxembourg", "1998-Q4", "US Dollar", 21.4681
"Luxembourg", "1999-Q1", "US Dollar", 20.2588
"Luxembourg", "1999-Q2", "US Dollar", 20.2469
"Luxembourg", "1999-Q3", "US Dollar", 21.5325
"Luxembourg", "1999-Q4", "US Dollar", 20.9577
"Luxembourg", "2000-Q1", "US Dollar", 20.597
"Luxembourg", "2000-Q2", "US Dollar", 21.2769
"Luxembourg", "2000-Q3", "US Dollar", 19.8769
"Luxembourg", "2000-Q4", "US Dollar", 21.7164
"Luxembourg", "2001-Q1", "US Dollar", 20.6061
"Luxembourg", "2001-Q2", "US Dollar", 19.806
"Luxembourg", "2001-Q3", "US Dollar", 21.2029
"Luxembourg", "2001-Q4", "US Dollar", 20.6438
"Luxembourg", "2002-Q1", "US Dollar", 20.7313
"Luxembourg", "2002-Q2", "US Dollar", 24.1632
"Luxembourg", "2002-Q3", "US Dollar", 24.2955
"Luxembourg", "2002-Q4", "US Dollar", 25.9653
"Luxembourg", "2003-Q1", "US Dollar", 27.0414
"Luxembourg", "2003-Q2", "US Dollar", 28.6195
"Luxembourg", "2003-Q3", "US Dollar", 29.4536
"Luxembourg", "2003-Q4", "US Dollar", 32.6628
"Luxembourg", "2004-Q1", "US Dollar", 32.1732
"Luxembourg", "2004-Q2", "US Dollar", 32.4588
"Luxembourg", "2004-Q3", "US Dollar", 33.8523
"Luxembourg", "2004-Q4", "US Dollar", 37.6613
"Luxembourg", "2005-Q1", "US Dollar", 36.4043
"Luxembourg", "2005-Q2", "US Dollar", 34.4308
"Luxembourg", "2005-Q3", "US Dollar", 34.9408
"Luxembourg", "2005-Q4", "US Dollar", 35.0547
"Luxembourg", "2006-Q1", "US Dollar", 37.1763
"Luxembourg", "2006-Q2", "US Dollar", 40.3927
"Luxembourg", "2006-Q3", "US Dollar", 41.2339
"Luxembourg", "2006-Q4", "US Dollar", 43.9818
"Luxembourg", "2007-Q1", "US Dollar", 45.5324
"Luxembourg", "2007-Q2", "US Dollar", 47.4004
"Luxembourg", "2007-Q3", "US Dollar", 51.0579
"Luxembourg", "2007-Q4", "US Dollar", 54.1036
"Luxembourg", "2008-Q1", "US Dollar", 59.1643
"Luxembourg", "2008-Q2", "US Dollar", 59.2625
"Luxembourg", "2008-Q3", "US Dollar", 54.0802
"Luxembourg", "2008-Q4", "US Dollar", 52.3989
"Luxembourg", "2009-Q1", "US Dollar", 49.304
"Luxembourg", "2009-Q2", "US Dollar", 51.616
"Luxembourg", "2009-Q3", "US Dollar", 52.8276
"Luxembourg", "2009-Q4", "US Dollar", 52.2118
"Luxembourg", "2010-Q1", "US Dollar", 49.5876
"Luxembourg", "2010-Q2", "US Dollar", 46.5144
"Luxembourg", "2010-Q3", "US Dollar", 53.2062
"Luxembourg", "2010-Q4", "US Dollar", 53.3339
"Luxembourg", "2011-Q1", "US Dollar", 58.1775
"Luxembourg", "2011-Q2", "US Dollar", 60.2114
"Luxembourg", "2011-Q3", "US Dollar", 57.1802
"Luxembourg", "2011-Q4", "US Dollar", 55.4302
"Luxembourg", "2012-Q1", "US Dollar", 57.6214
"Luxembourg", "2012-Q2", "US Dollar", 54.6561
"Luxembourg", "2012-Q3", "US Dollar", 56.3003
"Luxembourg", "2012-Q4", "US Dollar", 57.8918
"Luxembourg", "2013-Q1", "US Dollar", 56.7338
"Luxembourg", "2013-Q2", "US Dollar", 58.7137
"Luxembourg", "2013-Q3", "US Dollar", 61.7239
"Luxembourg", "2013-Q4", "US Dollar", 63.8875
"Luxembourg", "2014-Q1", "US Dollar", 64.7721
"Luxembourg", "2014-Q2", "US Dollar", 64.9298
"Luxembourg", "2014-Q3", "US Dollar", 60.6983
"Luxembourg", "2014-Q4", "US Dollar", 59.7728
"Luxembourg", "2015-Q1", "US Dollar", 53.7684
"Luxembourg", "2015-Q2", "US Dollar", 56.5985
"Luxembourg", "2015-Q3", "US Dollar", 56.7871
"Luxembourg", "2015-Q4", "US Dollar", 55.7066
"Luxembourg", "2016-Q1", "US Dollar", 58.5851
"Luxembourg", "2016-Q2", "US Dollar", 57.3796
"Luxembourg", "2016-Q3", "US Dollar", 58.33
"Malaysia", "1964-Q2", "Domestic currency (incl. conversion to current currency made using a fix parity)", 8.07273
"Malaysia", "1964-Q3", "Domestic currency (incl. conversion to current currency made using a fix parity)", 8.24324
"Malaysia", "1964-Q4", "Domestic currency (incl. conversion to current currency made using a fix parity)", 8.40367
"Malaysia", "1965-Q1", "Domestic currency (incl. conversion to current currency made using a fix parity)", 8.51449
"Malaysia", "1965-Q2", "Domestic currency (incl. conversion to current currency made using a fix parity)", 8.69697
"Malaysia", "1965-Q3", "Domestic currency (incl. conversion to current currency made using a fix parity)", 8.88976
"Malaysia", "1965-Q4", "Domestic currency (incl. conversion to current currency made using a fix parity)", 9.12195
"Malaysia", "1966-Q1", "Domestic currency (incl. conversion to current currency made using a fix parity)", 9.35115
"Malaysia", "1966-Q2", "Domestic currency (incl. conversion to current currency made using a fix parity)", 9.50781
"Malaysia", "1966-Q3", "Domestic currency (incl. conversion to current currency made using a fix parity)", 9.6875
"Malaysia", "1966-Q4", "Domestic currency (incl. conversion to current currency made using a fix parity)", 9.84496
"Malaysia", "1967-Q1", "Domestic currency (incl. conversion to current currency made using a fix parity)", 9.9641
"Malaysia", "1967-Q2", "Domestic currency (incl. conversion to current currency made using a fix parity)", 10.0543
"Malaysia", "1967-Q3", "Domestic currency (incl. conversion to current currency made using a fix parity)", 10.134
"Malaysia", "1967-Q4", "Domestic currency (incl. conversion to current currency made using a fix parity)", 10.1587
"Malaysia", "1968-Q1", "Domestic currency (incl. conversion to current currency made using a fix parity)", 10.218
"Malaysia", "1968-Q2", "Domestic currency (incl. conversion to current currency made using a fix parity)", 10.2813
"Malaysia", "1968-Q3", "Domestic currency (incl. conversion to current currency made using a fix parity)", 10.386
"Malaysia", "1968-Q4", "Domestic currency (incl. conversion to current currency made using a fix parity)", 10.4979
"Malaysia", "1969-Q1", "Domestic currency (incl. conversion to current currency made using a fix parity)", 10.6477
"Malaysia", "1969-Q2", "Domestic currency (incl. conversion to current currency made using a fix parity)", 10.8476
"Malaysia", "1969-Q3", "Domestic currency (incl. conversion to current currency made using a fix parity)", 11.058
"Malaysia", "1969-Q4", "Domestic currency (incl. conversion to current currency made using a fix parity)", 11.3398
"Malaysia", "1970-Q1", "Domestic currency (incl. conversion to current currency made using a fix parity)", 11.582
"Malaysia", "1970-Q2", "Domestic currency (incl. conversion to current currency made using a fix parity)", 11.7965
"Malaysia", "1970-Q3", "Domestic currency (incl. conversion to current currency made using a fix parity)", 11.9776
"Malaysia", "1970-Q4", "Domestic currency (incl. conversion to current currency made using a fix parity)", 12.1437
"Malaysia", "1971-Q1", "Domestic currency (incl. conversion to current currency made using a fix parity)", 12.3364
"Malaysia", "1971-Q2", "Domestic currency (incl. conversion to current currency made using a fix parity)", 12.567
"Malaysia", "1971-Q3", "Domestic currency (incl. conversion to current currency made using a fix parity)", 12.8276
"Malaysia", "1971-Q4", "Domestic currency (incl. conversion to current currency made using a fix parity)", 13.1142
"Malaysia", "1972-Q1", "Domestic currency (incl. conversion to current currency made using a fix parity)", 13.4248
"Malaysia", "1972-Q2", "Domestic currency (incl. conversion to current currency made using a fix parity)", 13.7306
"Malaysia", "1972-Q3", "Domestic currency (incl. conversion to current currency made using a fix parity)", 14.0638
"Malaysia", "1972-Q4", "Domestic currency (incl. conversion to current currency made using a fix parity)", 14.3836
"Malaysia", "1973-Q1", "Domestic currency (incl. conversion to current currency made using a fix parity)", 14.9196
"Malaysia", "1973-Q2", "Domestic currency (incl. conversion to current currency made using a fix parity)", 15.6785
"Malaysia", "1973-Q3", "Domestic currency (incl. conversion to current currency made using a fix parity)", 16.6505
"Malaysia", "1973-Q4", "Domestic currency (incl. conversion to current currency made using a fix parity)", 17.8239
"Malaysia", "1974-Q1", "Domestic currency (incl. conversion to current currency made using a fix parity)", 18.9903
"Malaysia", "1974-Q2", "Domestic currency (incl. conversion to current currency made using a fix parity)", 20.1107
"Malaysia", "1974-Q3", "Domestic currency (incl. conversion to current currency made using a fix parity)", 21.2265
"Malaysia", "1974-Q4", "Domestic currency (incl. conversion to current currency made using a fix parity)", 22.2823
"Malaysia", "1975-Q1", "Domestic currency (incl. conversion to current currency made using a fix parity)", 23.0817
"Malaysia", "1975-Q2", "Domestic currency (incl. conversion to current currency made using a fix parity)", 23.5416
"Malaysia", "1975-Q3", "Domestic currency (incl. conversion to current currency made using a fix parity)", 23.7133
"Malaysia", "1975-Q4", "Domestic currency (incl. conversion to current currency made using a fix parity)", 23.5784
"Malaysia", "1976-Q1", "Domestic currency (incl. conversion to current currency made using a fix parity)", 23.852
"Malaysia", "1976-Q2", "Domestic currency (incl. conversion to current currency made using a fix parity)", 24.5403
"Malaysia", "1976-Q3", "Domestic currency (incl. conversion to current currency made using a fix parity)", 25.6361
"Malaysia", "1976-Q4", "Domestic currency (incl. conversion to current currency made using a fix parity)", 27.1461
"Malaysia", "1977-Q1", "Domestic currency (incl. conversion to current currency made using a fix parity)", 28.5565
"Malaysia", "1977-Q2", "Domestic currency (incl. conversion to current currency made using a fix parity)", 29.8618
"Malaysia", "1977-Q3", "Domestic currency (incl. conversion to current currency made using a fix parity)", 31.0599
"Malaysia", "1977-Q4", "Domestic currency (incl. conversion to current currency made using a fix parity)", 32.1781
"Malaysia", "1978-Q1", "Domestic currency (incl. conversion to current currency made using a fix parity)", 33.3814
"Malaysia", "1978-Q2", "Domestic currency (incl. conversion to current currency made using a fix parity)", 34.6535
"Malaysia", "1978-Q3", "Domestic currency (incl. conversion to current currency made using a fix parity)", 36.0162
"Malaysia", "1978-Q4", "Domestic currency (incl. conversion to current currency made using a fix parity)", 37.4756
"Malaysia", "1979-Q1", "Domestic currency (incl. conversion to current currency made using a fix parity)", 39.1011
"Malaysia", "1979-Q2", "Domestic currency (incl. conversion to current currency made using a fix parity)", 40.984
"Malaysia", "1979-Q3", "Domestic currency (incl. conversion to current currency made using a fix parity)", 42.99
"Malaysia", "1979-Q4", "Domestic currency (incl. conversion to current currency made using a fix parity)", 45.2359
"Malaysia", "1980-Q1", "Domestic currency (incl. conversion to current currency made using a fix parity)", 47.3728
"Malaysia", "1980-Q2", "Domestic currency (incl. conversion to current currency made using a fix parity)", 49.3841
"Malaysia", "1980-Q3", "Domestic currency (incl. conversion to current currency made using a fix parity)", 51.295
"Malaysia", "1980-Q4", "Domestic currency (incl. conversion to current currency made using a fix parity)", 53.1034
"Malaysia", "1981-Q1", "Domestic currency (incl. conversion to current currency made using a fix parity)", 54.7338
"Malaysia", "1981-Q2", "Domestic currency (incl. conversion to current currency made using a fix parity)", 56.1996
"Malaysia", "1981-Q3", "Domestic currency (incl. conversion to current currency made using a fix parity)", 57.494
"Malaysia", "1981-Q4", "Domestic currency (incl. conversion to current currency made using a fix parity)", 58.6068
"Malaysia", "1982-Q1", "Domestic currency (incl. conversion to current currency made using a fix parity)", 59.7942
"Malaysia", "1982-Q2", "Domestic currency (incl. conversion to current currency made using a fix parity)", 60.9719
"Malaysia", "1982-Q3", "Domestic currency (incl. conversion to current currency made using a fix parity)", 62.2369
"Malaysia", "1982-Q4", "Domestic currency (incl. conversion to current currency made using a fix parity)", 63.5553
"Malaysia", "1983-Q1", "Domestic currency (incl. conversion to current currency made using a fix parity)", 65.0274
"Malaysia", "1983-Q2", "Domestic currency (incl. conversion to current currency made using a fix parity)", 66.7254
"Malaysia", "1983-Q3", "Domestic currency (incl. conversion to current currency made using a fix parity)", 68.6056
"Malaysia", "1983-Q4", "Domestic currency (incl. conversion to current currency made using a fix parity)", 70.6299
"Malaysia", "1984-Q1", "Domestic currency (incl. conversion to current currency made using a fix parity)", 72.7865
"Malaysia", "1984-Q2", "Domestic currency (incl. conversion to current currency made using a fix parity)", 74.9991
"Malaysia", "1984-Q3", "Domestic currency (incl. conversion to current currency made using a fix parity)", 77.3261
"Malaysia", "1984-Q4", "Domestic currency (incl. conversion to current currency made using a fix parity)", 79.7026
"Malaysia", "1985-Q1", "Domestic currency (incl. conversion to current currency made using a fix parity)", 81.3256
"Malaysia", "1985-Q2", "Domestic currency (incl. conversion to current currency made using a fix parity)", 82.2434
"Malaysia", "1985-Q3", "Domestic currency (incl. conversion to current currency made using a fix parity)", 82.4185
"Malaysia", "1985-Q4", "Domestic currency (incl. conversion to current currency made using a fix parity)", 81.9252
"Malaysia", "1986-Q1", "Domestic currency (incl. conversion to current currency made using a fix parity)", 81.1133
"Malaysia", "1986-Q2", "Domestic currency (incl. conversion to current currency made using a fix parity)", 80.0599
"Malaysia", "1986-Q3", "Domestic currency (incl. conversion to current currency made using a fix parity)", 78.7629
"Malaysia", "1986-Q4", "Domestic currency (incl. conversion to current currency made using a fix parity)", 77.2255
"Malaysia", "1987-Q1", "Domestic currency (incl. conversion to current currency made using a fix parity)", 76.7078
"Malaysia", "1987-Q2", "Domestic currency (incl. conversion to current currency made using a fix parity)", 77.1878
"Malaysia", "1987-Q3", "Domestic currency (incl. conversion to current currency made using a fix parity)", 78.6522
"Malaysia", "1987-Q4", "Domestic currency (incl. conversion to current currency made using a fix parity)", 81.1551
"Malaysia", "1988-Q1", "Domestic currency (incl. conversion to current currency made using a fix parity)", 83.7518
"Malaysia", "1988-Q2", "Domestic currency (incl. conversion to current currency made using a fix parity)", 86.4734
"Malaysia", "1988-Q3", "Domestic currency (incl. conversion to current currency made using a fix parity)", 89.2818
"Malaysia", "1988-Q4", "Domestic currency (incl. conversion to current currency made using a fix parity)", 92.2064
"Malaysia", "1989-Q1", "Domestic currency (incl. conversion to current currency made using a fix parity)", 95.3257
"Malaysia", "1989-Q2", "Domestic currency (incl. conversion to current currency made using a fix parity)", 98.5652
"Malaysia", "1989-Q3", "Domestic currency (incl. conversion to current currency made using a fix parity)", 101.749
"Malaysia", "1989-Q4", "Domestic currency (incl. conversion to current currency made using a fix parity)", 104.975
"Malaysia", "1990-Q1", "Domestic currency (incl. conversion to current currency made using a fix parity)", 108.534
"Malaysia", "1990-Q2", "Domestic currency (incl. conversion to current currency made using a fix parity)", 112.181
"Malaysia", "1990-Q3", "Domestic currency (incl. conversion to current currency made using a fix parity)", 115.579
"Malaysia", "1990-Q4", "Domestic currency (incl. conversion to current currency made using a fix parity)", 118.964
"Malaysia", "1991-Q1", "Domestic currency (incl. conversion to current currency made using a fix parity)", 124.053
"Malaysia", "1991-Q2", "Domestic currency (incl. conversion to current currency made using a fix parity)", 127.632
"Malaysia", "1991-Q3", "Domestic currency (incl. conversion to current currency made using a fix parity)", 132.869
"Malaysia", "1991-Q4", "Domestic currency (incl. conversion to current currency made using a fix parity)", 139.044
"Malaysia", "1992-Q1", "Domestic currency (incl. conversion to current currency made using a fix parity)", 142.77
"Malaysia", "1992-Q2", "Domestic currency (incl. conversion to current currency made using a fix parity)", 147.457
"Malaysia", "1992-Q3", "Domestic currency (incl. conversion to current currency made using a fix parity)", 151.442
"Malaysia", "1992-Q4", "Domestic currency (incl. conversion to current currency made using a fix parity)", 155.104
"Malaysia", "1993-Q1", "Domestic currency (incl. conversion to current currency made using a fix parity)", 160.24
"Malaysia", "1993-Q2", "Domestic currency (incl. conversion to current currency made using a fix parity)", 166.963
"Malaysia", "1993-Q3", "Domestic currency (incl. conversion to current currency made using a fix parity)", 172.933
"Malaysia", "1993-Q4", "Domestic currency (incl. conversion to current currency made using a fix parity)", 177.283
"Malaysia", "1994-Q1", "Domestic currency (incl. conversion to current currency made using a fix parity)", 181.261
"Malaysia", "1994-Q2", "Domestic currency (incl. conversion to current currency made using a fix parity)", 185.566
"Malaysia", "1994-Q3", "Domestic currency (incl. conversion to current currency made using a fix parity)", 192.361
"Malaysia", "1994-Q4", "Domestic currency (incl. conversion to current currency made using a fix parity)", 201.102
"Malaysia", "1995-Q1", "Domestic currency (incl. conversion to current currency made using a fix parity)", 209.305
"Malaysia", "1995-Q2", "Domestic currency (incl. conversion to current currency made using a fix parity)", 217.453
"Malaysia", "1995-Q3", "Domestic currency (incl. conversion to current currency made using a fix parity)", 222.981
"Malaysia", "1995-Q4", "Domestic currency (incl. conversion to current currency made using a fix parity)", 229.017
"Malaysia", "1996-Q1", "Domestic currency (incl. conversion to current currency made using a fix parity)", 237.118
"Malaysia", "1996-Q2", "Domestic currency (incl. conversion to current currency made using a fix parity)", 244.756
"Malaysia", "1996-Q3", "Domestic currency (incl. conversion to current currency made using a fix parity)", 253.075
"Malaysia", "1996-Q4", "Domestic currency (incl. conversion to current currency made using a fix parity)", 261.298
"Malaysia", "1997-Q1", "Domestic currency (incl. conversion to current currency made using a fix parity)", 267.72
"Malaysia", "1997-Q2", "Domestic currency (incl. conversion to current currency made using a fix parity)", 273.833
"Malaysia", "1997-Q3", "Domestic currency (incl. conversion to current currency made using a fix parity)", 280.425
"Malaysia", "1997-Q4", "Domestic currency (incl. conversion to current currency made using a fix parity)", 290.101
"Malaysia", "1998-Q1", "Domestic currency (incl. conversion to current currency made using a fix parity)", 296.29
"Malaysia", "1998-Q2", "Domestic currency (incl. conversion to current currency made using a fix parity)", 298.695
"Malaysia", "1998-Q3", "Domestic currency (incl. conversion to current currency made using a fix parity)", 298.849
"Malaysia", "1998-Q4", "Domestic currency (incl. conversion to current currency made using a fix parity)", 291.971
"Malaysia", "1999-Q1", "Domestic currency (incl. conversion to current currency made using a fix parity)", 288.584
"Malaysia", "1999-Q2", "Domestic currency (incl. conversion to current currency made using a fix parity)", 292.224
"Malaysia", "1999-Q3", "Domestic currency (incl. conversion to current currency made using a fix parity)", 298.216
"Malaysia", "1999-Q4", "Domestic currency (incl. conversion to current currency made using a fix parity)", 309.631
"Malaysia", "2000-Q1", "Domestic currency (incl. conversion to current currency made using a fix parity)", 325.719
"Malaysia", "2000-Q2", "Domestic currency (incl. conversion to current currency made using a fix parity)", 339.077
"Malaysia", "2000-Q3", "Domestic currency (incl. conversion to current currency made using a fix parity)", 353.828
"Malaysia", "2000-Q4", "Domestic currency (incl. conversion to current currency made using a fix parity)", 367.079
"Malaysia", "2001-Q1", "Domestic currency (incl. conversion to current currency made using a fix parity)", 369.559
"Malaysia", "2001-Q2", "Domestic currency (incl. conversion to current currency made using a fix parity)", 370.505
"Malaysia", "2001-Q3", "Domestic currency (incl. conversion to current currency made using a fix parity)", 367.811
"Malaysia", "2001-Q4", "Domestic currency (incl. conversion to current currency made using a fix parity)", 363.395
"Malaysia", "2002-Q1", "Domestic currency (incl. conversion to current currency made using a fix parity)", 365.607
"Malaysia", "2002-Q2", "Domestic currency (incl. conversion to current currency made using a fix parity)", 372.009
"Malaysia", "2002-Q3", "Domestic currency (incl. conversion to current currency made using a fix parity)", 382.72
"Malaysia", "2002-Q4", "Domestic currency (incl. conversion to current currency made using a fix parity)", 394.583
"Malaysia", "2003-Q1", "Domestic currency (incl. conversion to current currency made using a fix parity)", 407.058
"Malaysia", "2003-Q2", "Domestic currency (incl. conversion to current currency made using a fix parity)", 415.584
"Malaysia", "2003-Q3", "Domestic currency (incl. conversion to current currency made using a fix parity)", 421.603
"Malaysia", "2003-Q4", "Domestic currency (incl. conversion to current currency made using a fix parity)", 431.408
"Malaysia", "2004-Q1", "Domestic currency (incl. conversion to current currency made using a fix parity)", 443.144
"Malaysia", "2004-Q2", "Domestic currency (incl. conversion to current currency made using a fix parity)", 457.891
"Malaysia", "2004-Q3", "Domestic currency (incl. conversion to current currency made using a fix parity)", 474.065
"Malaysia", "2004-Q4", "Domestic currency (incl. conversion to current currency made using a fix parity)", 488.225
"Malaysia", "2005-Q1", "Domestic currency (incl. conversion to current currency made using a fix parity)", 505.371
"Malaysia", "2005-Q2", "Domestic currency (incl. conversion to current currency made using a fix parity)", 521.059
"Malaysia", "2005-Q3", "Domestic currency (incl. conversion to current currency made using a fix parity)", 540.134
"Malaysia", "2005-Q4", "Domestic currency (incl. conversion to current currency made using a fix parity)", 559.603
"Malaysia", "2006-Q1", "Domestic currency (incl. conversion to current currency made using a fix parity)", 575.303
"Malaysia", "2006-Q2", "Domestic currency (incl. conversion to current currency made using a fix parity)", 591.16
"Malaysia", "2006-Q3", "Domestic currency (incl. conversion to current currency made using a fix parity)", 604.814
"Malaysia", "2006-Q4", "Domestic currency (incl. conversion to current currency made using a fix parity)", 614.399
"Malaysia", "2007-Q1", "Domestic currency (incl. conversion to current currency made using a fix parity)", 623.919
"Malaysia", "2007-Q2", "Domestic currency (incl. conversion to current currency made using a fix parity)", 637.85
"Malaysia", "2007-Q3", "Domestic currency (incl. conversion to current currency made using a fix parity)", 654.71
"Malaysia", "2007-Q4", "Domestic currency (incl. conversion to current currency made using a fix parity)", 684.587
"Malaysia", "2008-Q1", "Domestic currency (incl. conversion to current currency made using a fix parity)", 718.408
"Malaysia", "2008-Q2", "Domestic currency (incl. conversion to current currency made using a fix parity)", 755.211
"Malaysia", "2008-Q3", "Domestic currency (incl. conversion to current currency made using a fix parity)", 789.665
"Malaysia", "2008-Q4", "Domestic currency (incl. conversion to current currency made using a fix parity)", 793.139
"Malaysia", "2009-Q1", "Domestic currency (incl. conversion to current currency made using a fix parity)", 774.774
"Malaysia", "2009-Q2", "Domestic currency (incl. conversion to current currency made using a fix parity)", 748.691
"Malaysia", "2009-Q3", "Domestic currency (incl. conversion to current currency made using a fix parity)", 726.523
"Malaysia", "2009-Q4", "Domestic currency (incl. conversion to current currency made using a fix parity)", 733.908
"Malaysia", "2010-Q1", "Domestic currency (incl. conversion to current currency made using a fix parity)", 760.198
"Malaysia", "2010-Q2", "Domestic currency (incl. conversion to current currency made using a fix parity)", 785.411
"Malaysia", "2010-Q3", "Domestic currency (incl. conversion to current currency made using a fix parity)", 804.981
"Malaysia", "2010-Q4", "Domestic currency (incl. conversion to current currency made using a fix parity)", 821.368
"Malaysia", "2011-Q1", "Domestic currency (incl. conversion to current currency made using a fix parity)", 842.712
"Malaysia", "2011-Q2", "Domestic currency (incl. conversion to current currency made using a fix parity)", 867.865
"Malaysia", "2011-Q3", "Domestic currency (incl. conversion to current currency made using a fix parity)", 892.547
"Malaysia", "2011-Q4", "Domestic currency (incl. conversion to current currency made using a fix parity)", 911.835
"Malaysia", "2012-Q1", "Domestic currency (incl. conversion to current currency made using a fix parity)", 928.101
"Malaysia", "2012-Q2", "Domestic currency (incl. conversion to current currency made using a fix parity)", 943.78
"Malaysia", "2012-Q3", "Domestic currency (incl. conversion to current currency made using a fix parity)", 958.324
"Malaysia", "2012-Q4", "Domestic currency (incl. conversion to current currency made using a fix parity)", 971.167
"Malaysia", "2013-Q1", "Domestic currency (incl. conversion to current currency made using a fix parity)", 978.091
